0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
69,0,0,78,26,179,0,0,128,17,51,186,17664,0,78,19994,6835,45824,0,128,32785,4403,13242,4521984,78,19994,5118643,1749760,11730944,128,32785,8393011,1127354,69,0,0,78,26,180,0,0,128,17,51,185,17664,0,78,19994,6836,46080,0,128,32785,4403,13241,4521984,78,19994,5118644,1750016,11796480,128,32785,8393011,1127353,69,0,0,78,26,181,0,0,128,17,51,184,17664,0,78,19994,6837,46336,0,128,32785,4403,13240,4521984,78,19994,5118645,1750272,11862016,128,32785,8393011,1127352,69,0,0,78,26,185,0,0,128,17,51,180,17664,0,78,19994,6841,47360,0,128,32785,4403,13236,4521984,78,19994,5118649,1751296,12124160,128,32785,8393011,1127348,69,0,0,78,26,188,0,0,128,17,51,177,17664,0,78,19994,6844,48128,0,128,32785,4403,13233,4521984,78,19994,5118652,1752064,12320768,128,32785,8393011,1127345,Email
69,0,0,73,102,150,64,0,255,17,191,229,17664,0,73,18790,26262,38464,16384,255,65297,4543,49125,4521984,73,18790,4810390,6723136,9846784,4194559,65297,16716223,1163237,69,0,0,73,103,48,64,0,255,17,191,75,17664,0,73,18791,26416,12352,16384,255,65297,4543,48971,4521984,73,18791,4810544,6762560,3162112,4194559,65297,16716223,1163083,69,0,0,73,104,42,64,0,255,17,190,81,17664,0,73,18792,26666,10816,16384,255,65297,4542,48721,4521984,73,18792,4810794,6826560,2768896,4194559,65297,16716222,1162833,69,0,0,73,107,29,64,0,255,17,187,94,17664,0,73,18795,27421,7488,16384,255,65297,4539,47966,4521984,73,18795,4811549,7019840,1916928,4194559,65297,16716219,1162078,69,0,0,73,107,118,64,0,255,17,187,5,17664,0,73,18795,27510,30272,16384,255,65297,4539,47877,4521984,73,18795,4811638,7042624,7749632,4194559,65297,16716219,1161989,Email
69,0,0,72,75,61,64,0,255,17,219,76,17664,0,72,18507,19261,15680,16384,255,65297,4571,56140,4521984,72,18507,4737853,4930880,4014080,4194559,65297,16716251,1170252,69,0,0,72,75,201,64,0,255,17,218,192,17664,0,72,18507,19401,51520,16384,255,65297,4570,56000,4521984,72,18507,4737993,4966720,13189120,4194559,65297,16716250,1170112,69,0,0,72,77,16,64,0,255,17,217,121,17664,0,72,18509,19728,4160,16384,255,65297,4569,55673,4521984,72,18509,4738320,5050432,1064960,4194559,65297,16716249,1169785,69,0,0,72,80,7,64,0,255,17,214,130,17664,0,72,18512,20487,1856,16384,255,65297,4566,54914,4521984,72,18512,4739079,5244736,475136,4194559,65297,16716246,1169026,69,0,0,72,80,225,64,0,255,17,213,168,17664,0,72,18512,20705,57664,16384,255,65297,4565,54696,4521984,72,18512,4739297,5300544,14761984,4194559,65297,16716245,1168808,Email
69,0,0,154,5,193,64,0,64,17,192,134,17664,0,154,39429,1473,49472,16384,64,16401,4544,49286,4521984,154,39429,10094017,377152,12664832,4194368,16401,4198848,1163398,69,0,0,154,30,200,64,0,64,17,167,127,17664,0,154,39454,7880,51264,16384,64,16401,4519,42879,4521984,154,39454,10100424,2017344,13123584,4194368,16401,4198823,1156991,69,0,0,154,49,226,64,0,64,17,148,101,17664,0,154,39473,12770,57920,16384,64,16401,4500,37989,4521984,154,39473,10105314,3269184,14827520,4194368,16401,4198804,1152101,69,0,0,154,73,50,64,0,64,17,125,21,17664,0,154,39497,18738,12864,16384,64,16401,4477,32021,4521984,154,39497,10111282,4796992,3293184,4194368,16401,4198781,1146133,69,0,0,154,74,205,64,0,64,17,123,122,17664,0,154,39498,19149,52544,16384,64,16401,4475,31610,4521984,154,39498,10111693,4902208,13451264,4194368,16401,4198779,1145722,Email
69,0,0,154,174,112,64,0,64,17,160,12,17664,0,154,39598,44656,28736,16384,64,16401,4512,40972,4521984,154,39598,10137200,11432000,7356416,4194368,16401,4198816,1155084,69,0,0,154,184,58,64,0,64,17,150,66,17664,0,154,39608,47162,14912,16384,64,16401,4502,38466,4521984,154,39608,10139706,12073536,3817472,4194368,16401,4198806,1152578,69,0,0,154,203,79,64,0,64,17,131,45,17664,0,154,39627,52047,20288,16384,64,16401,4483,33581,4521984,154,39627,10144591,13324096,5193728,4194368,16401,4198787,1147693,69,0,0,154,231,232,64,0,64,17,102,148,17664,0,154,39655,59368,59456,16384,64,16401,4454,26260,4521984,154,39655,10151912,15198272,15220736,4194368,16401,4198758,1140372,69,0,0,154,247,222,64,0,64,17,86,158,17664,0,154,39671,63454,56896,16384,64,16401,4438,22174,4521984,154,39671,10155998,16244288,14565376,4194368,16401,4198742,1136286,Email
69,0,0,93,164,218,64,0,255,17,128,243,17664,0,93,23972,42202,55872,16384,255,65297,4480,33011,4521984,93,23972,6137050,10803776,14303232,4194559,65297,16716160,1147123,69,0,0,73,165,196,64,0,255,17,128,29,17664,0,73,18853,42436,50240,16384,255,65297,4480,32797,4521984,73,18853,4826564,10863680,12861440,4194559,65297,16716160,1146909,69,0,0,73,165,197,64,0,255,17,128,28,17664,0,73,18853,42437,50496,16384,255,65297,4480,32796,4521984,73,18853,4826565,10863936,12926976,4194559,65297,16716160,1146908,69,0,0,72,169,65,64,0,255,17,124,161,17664,0,72,18601,43329,16704,16384,255,65297,4476,31905,4521984,72,18601,4761921,11092288,4276224,4194559,65297,16716156,1146017,69,0,0,72,170,10,64,0,255,17,123,216,17664,0,72,18602,43530,2624,16384,255,65297,4475,31704,4521984,72,18602,4762122,11143744,671744,4194559,65297,16716155,1145816,Email
69,0,0,78,45,202,0,0,128,17,30,227,17664,0,78,20013,11722,51712,0,128,32785,4382,7907,4521984,78,20013,5123530,3000832,13238272,128,32785,8392990,1122019,69,0,0,78,45,203,0,0,128,17,30,226,17664,0,78,20013,11723,51968,0,128,32785,4382,7906,4521984,78,20013,5123531,3001088,13303808,128,32785,8392990,1122018,69,0,0,78,45,204,0,0,128,17,30,225,17664,0,78,20013,11724,52224,0,128,32785,4382,7905,4521984,78,20013,5123532,3001344,13369344,128,32785,8392990,1122017,69,0,0,78,45,215,0,0,128,17,30,214,17664,0,78,20013,11735,55040,0,128,32785,4382,7894,4521984,78,20013,5123543,3004160,14090240,128,32785,8392990,1122006,69,0,0,78,45,218,0,0,128,17,30,211,17664,0,78,20013,11738,55808,0,128,32785,4382,7891,4521984,78,20013,5123546,3004928,14286848,128,32785,8392990,1122003,Email
69,0,0,78,118,227,0,0,128,17,215,209,17664,0,78,20086,30435,58112,0,128,32785,4567,55249,4521984,78,20086,5142243,7791360,14876672,128,32785,8393175,1169361,69,0,0,78,118,228,0,0,128,17,215,208,17664,0,78,20086,30436,58368,0,128,32785,4567,55248,4521984,78,20086,5142244,7791616,14942208,128,32785,8393175,1169360,69,0,0,78,118,229,0,0,128,17,215,207,17664,0,78,20086,30437,58624,0,128,32785,4567,55247,4521984,78,20086,5142245,7791872,15007744,128,32785,8393175,1169359,69,0,0,78,118,241,0,0,128,17,215,195,17664,0,78,20086,30449,61696,0,128,32785,4567,55235,4521984,78,20086,5142257,7794944,15794176,128,32785,8393175,1169347,69,0,0,78,118,242,0,0,128,17,215,194,17664,0,78,20086,30450,61952,0,128,32785,4567,55234,4521984,78,20086,5142258,7795200,15859712,128,32785,8393175,1169346,Email
69,0,0,78,0,147,0,0,128,17,77,190,17664,0,78,19968,147,37632,0,128,32785,4429,19902,4521984,78,19968,5111955,37632,9633792,128,32785,8393037,1134014,69,0,0,78,0,148,0,0,128,17,77,189,17664,0,78,19968,148,37888,0,128,32785,4429,19901,4521984,78,19968,5111956,37888,9699328,128,32785,8393037,1134013,69,0,0,78,0,149,0,0,128,17,77,188,17664,0,78,19968,149,38144,0,128,32785,4429,19900,4521984,78,19968,5111957,38144,9764864,128,32785,8393037,1134012,69,0,0,78,0,150,0,0,128,17,77,187,17664,0,78,19968,150,38400,0,128,32785,4429,19899,4521984,78,19968,5111958,38400,9830400,128,32785,8393037,1134011,69,0,0,78,0,151,0,0,128,17,77,186,17664,0,78,19968,151,38656,0,128,32785,4429,19898,4521984,78,19968,5111959,38656,9895936,128,32785,8393037,1134010,Email
69,0,0,143,26,182,0,0,128,17,171,64,17664,0,143,36634,6838,46592,0,128,32785,4523,43840,4521984,143,36634,9378486,1750528,11927552,128,32785,8393131,1157952,69,0,0,143,26,183,0,0,128,17,171,63,17664,0,143,36634,6839,46848,0,128,32785,4523,43839,4521984,143,36634,9378487,1750784,11993088,128,32785,8393131,1157951,69,0,0,143,26,216,0,0,128,17,171,30,17664,0,143,36634,6872,55296,0,128,32785,4523,43806,4521984,143,36634,9378520,1759232,14155776,128,32785,8393131,1157918,69,0,0,143,26,217,0,0,128,17,171,29,17664,0,143,36634,6873,55552,0,128,32785,4523,43805,4521984,143,36634,9378521,1759488,14221312,128,32785,8393131,1157917,69,0,0,143,26,249,0,0,128,17,170,253,17664,0,143,36634,6905,63744,0,128,32785,4522,43773,4521984,143,36634,9378553,1767680,16318464,128,32785,8393130,1157885,Email
69,0,0,143,26,184,0,0,128,17,51,116,17664,0,143,36634,6840,47104,0,128,32785,4403,13172,4521984,143,36634,9378488,1751040,12058624,128,32785,8393011,1127284,69,0,0,143,26,218,0,0,128,17,51,82,17664,0,143,36634,6874,55808,0,128,32785,4403,13138,4521984,143,36634,9378522,1759744,14286848,128,32785,8393011,1127250,69,0,0,143,26,251,0,0,128,17,51,49,17664,0,143,36634,6907,64256,0,128,32785,4403,13105,4521984,143,36634,9378555,1768192,16449536,128,32785,8393011,1127217,69,0,0,143,27,46,0,0,128,17,50,254,17664,0,143,36635,6958,11776,0,128,32785,4402,13054,4521984,143,36635,9378606,1781248,3014656,128,32785,8393010,1127166,69,0,0,143,27,129,0,0,128,17,50,171,17664,0,143,36635,7041,33024,0,128,32785,4402,12971,4521984,143,36635,9378689,1802496,8454144,128,32785,8393010,1127083,Email
69,0,0,72,0,0,64,0,255,17,38,158,17664,0,72,18432,0,64,16384,255,65297,4390,9886,4521984,72,18432,4718592,64,16384,4194559,65297,16716070,1123998,69,0,0,72,0,0,64,0,255,17,38,158,17664,0,72,18432,0,64,16384,255,65297,4390,9886,4521984,72,18432,4718592,64,16384,4194559,65297,16716070,1123998,69,0,0,74,0,0,64,0,255,17,38,156,17664,0,74,18944,0,64,16384,255,65297,4390,9884,4521984,74,18944,4849664,64,16384,4194559,65297,16716070,1123996,69,0,0,74,0,0,64,0,255,17,38,156,17664,0,74,18944,0,64,16384,255,65297,4390,9884,4521984,74,18944,4849664,64,16384,4194559,65297,16716070,1123996,69,0,0,74,0,0,64,0,255,17,38,156,17664,0,74,18944,0,64,16384,255,65297,4390,9884,4521984,74,18944,4849664,64,16384,4194559,65297,16716070,1123996,Email
69,0,0,76,0,0,64,0,254,17,8,183,17664,0,76,19456,0,64,16384,254,65041,4360,2231,4521984,76,19456,4980736,64,16384,4194558,65041,16650504,1116343,69,0,0,76,0,0,64,0,254,17,8,183,17664,0,76,19456,0,64,16384,254,65041,4360,2231,4521984,76,19456,4980736,64,16384,4194558,65041,16650504,1116343,69,0,0,76,0,0,64,0,254,17,8,183,17664,0,76,19456,0,64,16384,254,65041,4360,2231,4521984,76,19456,4980736,64,16384,4194558,65041,16650504,1116343,69,0,0,76,0,0,64,0,254,17,8,183,17664,0,76,19456,0,64,16384,254,65041,4360,2231,4521984,76,19456,4980736,64,16384,4194558,65041,16650504,1116343,69,0,0,76,0,0,64,0,254,17,8,183,17664,0,76,19456,0,64,16384,254,65041,4360,2231,4521984,76,19456,4980736,64,16384,4194558,65041,16650504,1116343,Email
69,0,0,78,21,91,0,0,128,17,57,92,17664,0,78,19989,5467,23296,0,128,32785,4409,14684,4521984,78,19989,5117275,1399552,5963776,128,32785,8393017,1128796,69,0,0,78,21,121,0,0,128,17,57,62,17664,0,78,19989,5497,30976,0,128,32785,4409,14654,4521984,78,19989,5117305,1407232,7929856,128,32785,8393017,1128766,69,0,0,78,21,122,0,0,128,17,57,61,17664,0,78,19989,5498,31232,0,128,32785,4409,14653,4521984,78,19989,5117306,1407488,7995392,128,32785,8393017,1128765,69,0,0,78,21,150,0,0,128,17,57,33,17664,0,78,19989,5526,38400,0,128,32785,4409,14625,4521984,78,19989,5117334,1414656,9830400,128,32785,8393017,1128737,69,0,0,78,21,151,0,0,128,17,57,32,17664,0,78,19989,5527,38656,0,128,32785,4409,14624,4521984,78,19989,5117335,1414912,9895936,128,32785,8393017,1128736,Email
69,0,0,132,111,113,0,0,128,17,86,216,17664,0,132,33903,28529,28928,0,128,32785,4438,22232,4521984,132,33903,8679281,7303424,7405568,128,32785,8393046,1136344,69,0,0,132,111,114,0,0,128,17,86,215,17664,0,132,33903,28530,29184,0,128,32785,4438,22231,4521984,132,33903,8679282,7303680,7471104,128,32785,8393046,1136343,69,0,0,132,111,115,0,0,128,17,86,214,17664,0,132,33903,28531,29440,0,128,32785,4438,22230,4521984,132,33903,8679283,7303936,7536640,128,32785,8393046,1136342,69,0,0,132,111,116,0,0,128,17,86,213,17664,0,132,33903,28532,29696,0,128,32785,4438,22229,4521984,132,33903,8679284,7304192,7602176,128,32785,8393046,1136341,69,0,0,132,111,117,0,0,128,17,86,212,17664,0,132,33903,28533,29952,0,128,32785,4438,22228,4521984,132,33903,8679285,7304448,7667712,128,32785,8393046,1136340,Email
69,0,0,132,118,233,0,0,128,17,215,149,17664,0,132,33910,30441,59648,0,128,32785,4567,55189,4521984,132,33910,8681193,7792896,15269888,128,32785,8393175,1169301,69,0,0,132,119,14,0,0,128,17,215,112,17664,0,132,33911,30478,3584,0,128,32785,4567,55152,4521984,132,33911,8681230,7802368,917504,128,32785,8393175,1169264,69,0,0,132,119,60,0,0,128,17,215,66,17664,0,132,33911,30524,15360,0,128,32785,4567,55106,4521984,132,33911,8681276,7814144,3932160,128,32785,8393175,1169218,69,0,0,132,119,99,0,0,128,17,215,27,17664,0,132,33911,30563,25344,0,128,32785,4567,55067,4521984,132,33911,8681315,7824128,6488064,128,32785,8393175,1169179,69,0,0,132,119,144,0,0,128,17,214,238,17664,0,132,33911,30608,36864,0,128,32785,4566,55022,4521984,132,33911,8681360,7835648,9437184,128,32785,8393174,1169134,Email
69,0,0,78,21,121,0,0,128,17,54,96,17664,0,78,19989,5497,30976,0,128,32785,4406,13920,4521984,78,19989,5117305,1407232,7929856,128,32785,8393014,1128032,69,0,0,78,21,122,0,0,128,17,54,95,17664,0,78,19989,5498,31232,0,128,32785,4406,13919,4521984,78,19989,5117306,1407488,7995392,128,32785,8393014,1128031,69,0,0,78,21,123,0,0,128,17,54,94,17664,0,78,19989,5499,31488,0,128,32785,4406,13918,4521984,78,19989,5117307,1407744,8060928,128,32785,8393014,1128030,69,0,0,78,21,140,0,0,128,17,54,77,17664,0,78,19989,5516,35840,0,128,32785,4406,13901,4521984,78,19989,5117324,1412096,9175040,128,32785,8393014,1128013,69,0,0,78,21,141,0,0,128,17,54,76,17664,0,78,19989,5517,36096,0,128,32785,4406,13900,4521984,78,19989,5117325,1412352,9240576,128,32785,8393014,1128012,Email
69,0,0,131,73,234,0,0,128,17,123,241,17664,0,131,33609,18922,59904,0,128,32785,4475,31729,4521984,131,33609,8604138,4844032,15335424,128,32785,8393083,1145841,69,0,0,131,73,240,0,0,128,17,123,235,17664,0,131,33609,18928,61440,0,128,32785,4475,31723,4521984,131,33609,8604144,4845568,15728640,128,32785,8393083,1145835,69,0,0,131,73,245,0,0,128,17,123,230,17664,0,131,33609,18933,62720,0,128,32785,4475,31718,4521984,131,33609,8604149,4846848,16056320,128,32785,8393083,1145830,69,0,0,131,73,251,0,0,128,17,123,224,17664,0,131,33609,18939,64256,0,128,32785,4475,31712,4521984,131,33609,8604155,4848384,16449536,128,32785,8393083,1145824,69,0,0,131,74,0,0,0,128,17,123,219,17664,0,131,33610,18944,0,0,128,32785,4475,31707,4521984,131,33610,8604160,4849664,0,128,32785,8393083,1145819,Email
69,0,0,131,73,235,0,0,128,17,4,38,17664,0,131,33609,18923,60160,0,128,32785,4356,1062,4521984,131,33609,8604139,4844288,15400960,128,32785,8392964,1115174,69,0,0,131,73,241,0,0,128,17,4,32,17664,0,131,33609,18929,61696,0,128,32785,4356,1056,4521984,131,33609,8604145,4845824,15794176,128,32785,8392964,1115168,69,0,0,131,73,246,0,0,128,17,4,27,17664,0,131,33609,18934,62976,0,128,32785,4356,1051,4521984,131,33609,8604150,4847104,16121856,128,32785,8392964,1115163,69,0,0,131,73,252,0,0,128,17,4,21,17664,0,131,33609,18940,64512,0,128,32785,4356,1045,4521984,131,33609,8604156,4848640,16515072,128,32785,8392964,1115157,69,0,0,131,74,1,0,0,128,17,4,16,17664,0,131,33610,18945,256,0,128,32785,4356,1040,4521984,131,33610,8604161,4849920,65536,128,32785,8392964,1115152,Email
69,0,0,78,5,123,0,0,128,17,73,77,17664,0,78,19973,1403,31488,0,128,32785,4425,18765,4521984,78,19973,5113211,359168,8060928,128,32785,8393033,1132877,69,0,0,78,5,124,0,0,128,17,73,76,17664,0,78,19973,1404,31744,0,128,32785,4425,18764,4521984,78,19973,5113212,359424,8126464,128,32785,8393033,1132876,69,0,0,78,5,125,0,0,128,17,73,75,17664,0,78,19973,1405,32000,0,128,32785,4425,18763,4521984,78,19973,5113213,359680,8192000,128,32785,8393033,1132875,69,0,0,78,5,135,0,0,128,17,73,65,17664,0,78,19973,1415,34560,0,128,32785,4425,18753,4521984,78,19973,5113223,362240,8847360,128,32785,8393033,1132865,69,0,0,78,5,136,0,0,128,17,73,64,17664,0,78,19973,1416,34816,0,128,32785,4425,18752,4521984,78,19973,5113224,362496,8912896,128,32785,8393033,1132864,Email
69,0,0,78,200,21,0,0,64,17,195,137,17664,0,78,20168,51221,5376,0,64,16401,4547,50057,4521984,78,20168,5163029,13112576,1376256,64,16401,4198851,1164169,69,0,0,78,155,62,0,0,64,17,240,96,17664,0,78,20123,39742,15872,0,64,16401,4592,61536,4521984,78,20123,5151550,10173952,4063232,64,16401,4198896,1175648,69,0,0,78,188,124,0,0,64,17,207,34,17664,0,78,20156,48252,31744,0,64,16401,4559,53026,4521984,78,20156,5160060,12352512,8126464,64,16401,4198863,1167138,69,0,0,78,199,25,0,0,64,17,196,133,17664,0,78,20167,50969,6400,0,64,16401,4548,50309,4521984,78,20167,5162777,13048064,1638400,64,16401,4198852,1164421,69,0,0,78,67,228,0,0,64,17,71,187,17664,0,78,20035,17380,58368,0,64,16401,4423,18363,4521984,78,20035,5129188,4449280,14942208,64,16401,4198727,1132475,Email
69,0,0,78,246,152,0,0,64,17,149,3,17664,0,78,20214,63128,38912,0,64,16401,4501,38147,4521984,78,20214,5174936,16160768,9961472,64,16401,4198805,1152259,69,0,0,78,94,46,0,0,64,17,45,110,17664,0,78,20062,24110,11776,0,64,16401,4397,11630,4521984,78,20062,5135918,6172160,3014656,64,16401,4198701,1125742,69,0,0,78,147,32,0,0,64,17,248,123,17664,0,78,20115,37664,8192,0,64,16401,4600,63611,4521984,78,20115,5149472,9641984,2097152,64,16401,4198904,1177723,69,0,0,78,131,168,0,0,64,17,7,244,17664,0,78,20099,33704,43008,0,64,16401,4359,2036,4521984,78,20099,5145512,8628224,11010048,64,16401,4198663,1116148,69,0,0,78,39,64,0,0,64,17,100,92,17664,0,78,20007,10048,16384,0,64,16401,4452,25692,4521984,78,20007,5121856,2572288,4194304,64,16401,4198756,1139804,Email
69,0,0,78,121,185,0,0,128,17,212,249,17664,0,78,20089,31161,47360,0,128,32785,4564,54521,4521984,78,20089,5142969,7977216,12124160,128,32785,8393172,1168633,69,0,0,78,121,186,0,0,128,17,212,248,17664,0,78,20089,31162,47616,0,128,32785,4564,54520,4521984,78,20089,5142970,7977472,12189696,128,32785,8393172,1168632,69,0,0,78,121,187,0,0,128,17,212,247,17664,0,78,20089,31163,47872,0,128,32785,4564,54519,4521984,78,20089,5142971,7977728,12255232,128,32785,8393172,1168631,69,0,0,78,121,188,0,0,128,17,212,246,17664,0,78,20089,31164,48128,0,128,32785,4564,54518,4521984,78,20089,5142972,7977984,12320768,128,32785,8393172,1168630,69,0,0,78,121,189,0,0,128,17,212,245,17664,0,78,20089,31165,48384,0,128,32785,4564,54517,4521984,78,20089,5142973,7978240,12386304,128,32785,8393172,1168629,Email
69,0,0,78,233,0,0,0,64,17,162,156,17664,0,78,20201,59648,0,0,64,16401,4514,41628,4521984,78,20201,5171456,15269888,0,64,16401,4198818,1155740,69,0,0,78,252,57,0,0,64,17,143,99,17664,0,78,20220,64569,14592,0,64,16401,4495,36707,4521984,78,20220,5176377,16529664,3735552,64,16401,4198799,1150819,69,0,0,78,49,137,0,0,64,17,90,20,17664,0,78,20017,12681,35072,0,64,16401,4442,23060,4521984,78,20017,5124489,3246336,8978432,64,16401,4198746,1137172,69,0,0,78,147,196,0,0,64,17,247,216,17664,0,78,20115,37828,50176,0,64,16401,4599,63448,4521984,78,20115,5149636,9683968,12845056,64,16401,4198903,1177560,69,0,0,78,213,100,0,0,64,17,182,56,17664,0,78,20181,54628,25600,0,64,16401,4534,46648,4521984,78,20181,5166436,13984768,6553600,64,16401,4198838,1160760,Email
69,0,0,78,38,60,0,0,64,17,101,101,17664,0,78,20006,9788,15360,0,64,16401,4453,25957,4521984,78,20006,5121596,2505728,3932160,64,16401,4198757,1140069,69,0,0,78,184,176,0,0,64,17,210,240,17664,0,78,20152,47280,45056,0,64,16401,4562,54000,4521984,78,20152,5159088,12103680,11534336,64,16401,4198866,1168112,69,0,0,78,30,246,0,0,64,17,108,171,17664,0,78,19998,7926,62976,0,64,16401,4460,27819,4521984,78,19998,5119734,2029056,16121856,64,16401,4198764,1141931,69,0,0,78,187,73,0,0,64,17,208,87,17664,0,78,20155,47945,18688,0,64,16401,4560,53335,4521984,78,20155,5159753,12273920,4784128,64,16401,4198864,1167447,69,0,0,78,46,109,0,0,64,17,93,52,17664,0,78,20014,11885,27904,0,64,16401,4445,23860,4521984,78,20014,5123693,3042560,7143424,64,16401,4198749,1137972,Email
69,0,0,78,181,160,0,0,64,17,214,6,17664,0,78,20149,46496,40960,0,64,16401,4566,54790,4521984,78,20149,5158304,11902976,10485760,64,16401,4198870,1168902,69,0,0,78,107,25,0,0,64,17,32,142,17664,0,78,20075,27417,6400,0,64,16401,4384,8334,4521984,78,20075,5139225,7018752,1638400,64,16401,4198688,1122446,69,0,0,78,222,53,0,0,64,17,173,113,17664,0,78,20190,56885,13568,0,64,16401,4525,44401,4521984,78,20190,5168693,14562560,3473408,64,16401,4198829,1158513,69,0,0,78,152,122,0,0,64,17,243,44,17664,0,78,20120,39034,31232,0,64,16401,4595,62252,4521984,78,20120,5150842,9992704,7995392,64,16401,4198899,1176364,69,0,0,78,231,83,0,0,64,17,164,83,17664,0,78,20199,59219,21248,0,64,16401,4516,42067,4521984,78,20199,5171027,15160064,5439488,64,16401,4198820,1156179,Email
69,0,0,72,180,222,64,0,64,17,153,155,17664,0,72,18612,46302,56896,16384,64,16401,4505,39323,4521984,72,18612,4764894,11853376,14565376,4194368,16401,4198809,1153435,69,0,0,72,207,25,64,0,64,17,127,96,17664,0,72,18639,53017,6464,16384,64,16401,4479,32608,4521984,72,18639,4771609,13572416,1654784,4194368,16401,4198783,1146720,69,0,0,72,217,253,64,0,64,17,116,124,17664,0,72,18649,55805,64832,16384,64,16401,4468,29820,4521984,72,18649,4774397,14286144,16596992,4194368,16401,4198772,1143932,69,0,0,72,245,81,64,0,64,17,89,40,17664,0,72,18677,62801,20800,16384,64,16401,4441,22824,4521984,72,18677,4781393,16077120,5324800,4194368,16401,4198745,1136936,69,0,0,72,3,6,64,0,64,17,75,116,17664,0,72,18435,774,1600,16384,64,16401,4427,19316,4521984,72,18435,4719366,198208,409600,4194368,16401,4198731,1133428,Email
